nmajor,major1,major2,BBRJ,Business Direct Admit,Combined Bacc and Masters,Dean's List,First Generation College Stdnt,FSB Scholars,Honors Program,President's List,Study Abroad Courtesy Account,Transfer Work (Pre-Banner),Cum Laude,Magna Cum Laude,Summa Cum Laude,University Honors,UniversityHonors w/Distinction,minor1,minor2,IPEDS.Race.Ethnicity,Gender,GPA.Range,Term.Code,year.x,latin_honors,survey_city,survey_company,survey_deptfunc,survey_gradprogram,survey_gradschool,survey_internfour,survey_internone,survey_internships,survey_internthree,survey_interntwo,survey_offers,survey_plans,survey_pref_field,survey_pref_loc,survey_salary,survey_state
1,Business Economics,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Cincinnati,,,UC Applied,University of Cincinnati,,,0,,,,continuing education,,,,Ohio
1,Supply Chain & Operations Mgmt,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Humanities,No Minor,White,Male,3.00 - 3.49,202020,2020,0,,,,,,,Tippmann Group / Interstate Warehousing,1,,,1,seeking employment,,,,
1,Supply Chain & Operations Mgmt,none,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.50 - 4.00,202010,2020,0,,,,,,,,,,,,,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,201915,2019,Cum Laude,,,,,,,,,,,,,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202120,2021,0,Cincinnati,Skylight Financial Group,,,,,Phelan Insurance,1,,,2,accepted fulltime job,,,65000,OH
1,Accountancy,none,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,No Minor,No Minor,White,Male,3.50 - 4.00,201920,2019,Cum Laude,Cincinnati,Deloitte,Accounting,,,,City of Hamilton,1,,,3,accepted fulltime job,Yes,Yes,55000,Ohio
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Math/Stat,No Minor,White,Female,3.00 - 3.49,201920,2019,0,Columbus,Covetrus,Finance,,,,Valvoline,1,,,2,accepted fulltime job,Yes,Yes,50000,Ohio
1,Management and Leadership,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,201920,2019,0,,,,,,,worldpay,1,,,0,seeking employment,,,,
1,Human Capital Mgmt& Leadership,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,Cincinnati,Insight Global,,,,,,1,,,1,accepted fulltime job,Yes,Yes,40000,OH
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sport Management,No Minor,White,Female,3.50 - 4.00,202030,2020,Cum Laude,,,,,Miami University,,Miami University Athletics,3,Riverside Community Hospital,Intercept Management,0,continuing education,,,,
1,Accountancy,none,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Math/Stat,Math/Stat,White,Male,3.50 - 4.00,202020,2020,Cum Laude,Atlanta,Deloitte,Accounting,MAcc,,,Deloitte,3,Second Story Coffee Roasters,CAVU Financial,1,accepted fulltime job,Yes,Yes,56000,GA
1,Marketing,none,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Supply Chain Management,Supply Chain Management,White,Female,3.50 - 4.00,202120,2021,Cum Laude,Chicago,MoLo Solutions,,,,,Columbus Athenaeum,1,,,3,accepted fulltime job,Yes,Yes,43000,IL
1,Information Systems,none,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Business Analytics,Business Analytics,White,Male,3.00 - 3.49,201920,2019,0,Cincinnati,Terillium,,,,,,,,,,accepted fulltime job,,,52500,OH
1,Supply Chain & Operations Mgmt,none,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Marketing,No Minor,White,Female,3.50 - 4.00,202120,2021,Cum Laude,New Albany,Abercrombie & Fitch,Analytics General Management Operations / Procurement,,,,Abercrombie & Fitch,1,,,1,accepted fulltime job,Yes,Yes,60000,OH
1,Business Analytics,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Entrepreneurship,No Minor,White,Male,2.50 - 2.99,202020,2020,0,Detroit,"Avtex Solutions, LLC",,,,,Quicken Loans,3,Quicken Loans,Quicken Loans,1,accepted fulltime job,,,,MI
1,Marketing,none,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Entrepreneurship,Entrepreneurship,White,Male,2.50 - 2.99,201920,2019,0,Cleveland,Quicken Loans,Marketing/Sales,,,,ShipBob,2,,Textron Aviation,1,accepted fulltime job,Yes,Yes,60000,OH
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202120,2021,0,,,,,,,Crown Point Ecology Center,1,,,0,accepted parttime job,,,,
1,Supply Chain & Operations Mgmt,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mangement and Leadership,No Minor,White,Male,3.00 - 3.49,202120,2021,0,Chicago,Arrive Logistics,,,,,DHL Supply Chain,2,,,2,accepted fulltime job,Yes,Yes,43000,IL
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts Related,No Minor,White,Female,3.00 - 3.49,202020,2020,0,Cleveland,Eagle Engineered Solutions Inc,,,,,Pressed Paperboard Technologies,3,Eagle Engineered Solutions Inc,Eagle Engineered Solutions Inc,,accepted fulltime job,,,,OH
2,Accountancy,Finance,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,Arts Related,Arts Related,White,Female,3.50 - 4.00,202120,2021,Summa Cum Laude,Chicago,EY,Consulting Finance,,,,Peter Cremer North America,3,EY,Textron,1,accepted fulltime job,Yes,Yes,68000,IL
1,Information Systems,none,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Business Analytics,Business Analytics,White,Male,3.50 - 4.00,202120,2021,0,Detroit,Deloitte,Analytics Consulting IT Assurance / IT Audit Information Technology,,,,"Financial Controller Intern, Mercedes-Benz Financial Services",3,"Risk & Financial Advisory Intern, Deloitte","Summer Intern, Huron Capital",1,accepted fulltime job,Yes,Yes,63000,MI
1,Finance,none,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,No Minor,No Minor,Multi Racial,Male,3.50 - 4.00,202020,2020,Cum Laude,Cincinnati,Deloitte Consulting,Consulting,,,,Avery Dennison,2,,Deloitte Consulting,1,accepted fulltime job,Yes,Yes,80000,OH
2,Entrepreneurship,Marketing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Humanities,Humanities,White,Female,3.00 - 3.49,202020,2020,0,,,,,,,Necco,2,,Council on Aging,2,seeking employment,,,,
1,Finance,none,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Hispanic/Latino,Female,3.00 - 3.49,202020,2020,0,Los Angeles,Hawkes Custom Homes,,,,,DoubleLIne Group LP,2,,Hawkes Custom Homes,,accepted fulltime job,,,,CA
1,Business Economics,none,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Engineering/Science,Engineering/Science,White,Male,3.50 - 4.00,201920,2019,Summa Cum Laude,Denver,HelathCare Appraisers,Analytics,,,,Pathway Lending,1,,,2,accepted fulltime job,Yes,Yes,55000,CO
2,Management and Leadership,Supply Chain & Operations Mgmt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.00 - 2.49,202020,2020,0,Cincinnati,TQL,,,,,Werner Enterprises,1,,,,accepted fulltime job,,,,OH
1,Accountancy,none,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,201920,2019,Cum Laude,Chicago,Deloitte Tax,"Accounting

 Consulting",,,,Deloitte Tax,1,,,1,accepted fulltime job,Yes,Yes,62000,"IL, United States"
1,Accountancy,none,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202115,2021,Cum Laude,Chicago,Bank of America,,,,,,1,,,,accepted fulltime job,,,85000,IL
1,Marketing,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Interactive Media Studies,No Minor,White,Female,3.00 - 3.49,202130,2021,0,"North Canton, Ohio",Fetch Marketing,PopSquare Limited,,,Ragon House,,3,3,,1,accepted fulltime job,Yes,Yes,,OH
1,Finance,none,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,Language,Language,White,Female,3.00 - 3.49,202010,2020,0,,,,,,,,,,,,,,,,
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,2.50 - 2.99,202120,2021,0,Chicago,CDW,Other: NA,,,,CDW,2,,unknown,3,accepted fulltime job,Yes,Yes,45000,IL
1,Supply Chain & Operations Mgmt,none,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,Accountancy,Accountancy,White,Female,3.50 - 4.00,202020,2020,Cum Laude,Dallas,PepsiCo Frito-Lay,Logistics / Supply Chain,,,,"Honda of America, Mfg.",2,,PepsiCo,2,accepted fulltime job,Yes,Yes,65000,TX
1,Supply Chain & Operations Mgmt,none,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,,,,,,,,0,,,1,military service,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Chicago,Clearsulting,,,,,Big Daddy BBQ,2,,ASP Tech,2,accepted fulltime job,Yes,,60000,IL
1,Accountancy,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Humanities,No Minor,White,Male,3.00 - 3.49,202020,2020,0,,,,,,,Primerica,1,,,0,seeking employment,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Columbus,JP Morgan Chase,,,,,,,,,,accepted fulltime job,,,57000,OH
1,Marketing,none,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Humanities,Humanities,White,Female,3.50 - 4.00,201920,2019,Summa Cum Laude,Cincinnati,Abbott Nutrition,Marketing / Sales,American Sign Language Interpreter Training Program,Cincinnati State Technical and Community College,,Abbott Nutrition,1,,,1,accepted fulltime job,Yes,Yes,56000,OH/USA
1,Human Capital Mgmt& Leadership,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202120,2021,0,Milwaukee,Kohl's,,,,,Kohls,1,,,1,accepted fulltime job,Yes,Yes,52000,WI
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts Related,No Minor,White,Female,3.00 - 3.49,201910,2019,0,Milwaukee,Konis,Marketing/Sales,,,,Konis,1,,,1,accepted fulltime job,Yes,Yes,55000,WI
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202020,2020,0,,,,,,,Ziegler,3,Patti's Nuts & Granola,RBC Wealth Management,,,,,,
1,Information Systems,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Chicago,"Chamberlain Group, Inc.","Analytics

 Information Technology",,,,"Chamberlain Group, Inc.",1,,,1,accepted fulltime job,Yes,Yes,65000,IL
2,Accountancy,Business Analytics,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,No Minor,No Minor,White,Female,3.50 - 4.00,202020,2020,Magna Cum Laude,Denver,FTI Consulting,Accounting Analytics Consulting Finance,,,,KPMG LLP,1,,,3,accepted fulltime job,Yes,Yes,67000,CO
1,Finance,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Asian,Male,3.00 - 3.49,202020,2020,0,Chicago,Capgemini Invent,Other: Strategy/ Technology,,,,American Axle & Manufacturing,2,,Cardinal Health,2,accepted fulltime job,Yes,Yes,75000,IL
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,,,,,,,,0,,,0,seeking employment,,,,
1,Business Economics,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Humanities,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Columbus,HBM Consulting,Information Technology,,,,Speedway,2,,,3,accepted fulltime job,Yes,No,60000,OH
2,Business Economics,Interdisciplinary Bus Managemt,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Marketing,Language,White,Female,3.50 - 4.00,201920,2019,Cum Laude,,Stitch Fix,,,,,,,,,,accepted fulltime job,,,,
2,Business Analytics,Marketing,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,202120,2021,Cum Laude,Chicago,Transparent Partners,Analytics Marketing / Sales,,,,Transparent Partners,2,,Transparent Partners,1,accepted fulltime job,Yes,Yes,60000,IL
1,Accountancy,none,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202020,2020,Magna Cum Laude,Chicago,KPMG,Accounting Consulting Finance,,,,KPMG,1,,,1,accepted fulltime job,Yes,Yes,72000,IL
1,Human Capital Mgmt& Leadership,none,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Arts Related,Arts Related,White,Female,3.00 - 3.49,202120,2021,0,TBD,Textron,General Management Human Resources,,,,Bell Flight/Textron,3,Lehman High School,Honda North America,1,accepted fulltime job,Yes,Yes,58000,TBD
1,Marketing,none,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Hispanic/Latino,Male,2.50 - 2.99,202020,2020,0,,,,,,,,,,,,,,,,
1,Accountancy,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Security,No Minor,White,Male,2.50 - 2.99,202020,2020,0,Cincinnati,RSM,Accounting Consulting IT Assurance / IT Audit Information Technology,,,,Pepsi Cola of the Hudson Valley,1,,,1,accepted fulltime job,Yes,Yes,60500,OH
1,Business Economics,none,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202030,2020,0,,,,,,,Foresters Financial,1,,,,seeking employment,,,,
1,Marketing,none,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202020,2020,0,chicago,insight global,Marketing / Sales,,,,"Marketing Intern, Statwax",2,,"Marketing Intern, Springbuk",1,accepted fulltime job,Yes,Yes,40000,IL
1,Accountancy,none,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,201920,2019,0,Cleveland,EY,Accounting,,,,Sherwin Williams,3,Mid-Continent Construction,EY,1,accepted fulltime job,Yes,Yes,51000,OH
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202010,2020,0,,,,,,,,,,,,,,,,
1,Supply Chain & Operations Mgmt,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.00 - 2.49,201915,2019,0,,,,,,,,,,,,,,,,
1,Accountancy,none,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201930,2019,0,,Crowe,Accounting,,,,,1,,,2,accepted fulltime job,Yes,Yes,54000,
1,Supply Chain & Operations Mgmt,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,Columbus,Bath and Body Works,Analytics Finance,,,,American Signature Furniture,3,Huntington National Bank,American Signature Furniture (again),1,accepted fulltime job,Yes,Yes,60000,OH
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Business Analytics,No Minor,White,Female,3.00 - 3.49,201920,2019,0,Rosemont,The NPD Group,"Consulting

 Marketing / Sales",,,,Miller,2,,The NPD Group,1,accepted fulltime job,Yes,Yes,55000,IL
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Interactive Media Studies,No Minor,White,Female,3.50 - 4.00,202120,2021,Cum Laude,San Francisco,Sephora,,,,Waterton,,2,2,,1,accepted fulltime job,Yes,No,73000,California
1,Marketing,none,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Humanities,Humanities,White,Male,3.00 - 3.49,201920,2019,0,Cincinnati,The 811 Group,Marketing/Sales,,,,First Student Credit Union,2,,Cedar Fair Enrichment,2,accepted fulltime job,Yes,Yes,32500,OH
1,Finance,none,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Chicago,CoyoteLogisitcs,Logistics/Supply Chain,,,,AxA Advisors,1,,,1,accepted fulltime job,Yes,Yes,40000,IL
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Interactive Media Studies,No Minor,White,Female,3.00 - 3.49,202020,2020,0,Minneapolis,Kimberly-Clark,Marketing / Sales,,,,Centegra Health System,3,Kimberly-Clark,Northwestern Medicine,1,accepted fulltime job,Yes,Yes,55000,MN
2,Accountancy,Information Systems,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,Language,Language,White,Female,3.50 - 4.00,202120,2021,Magna Cum Laude,Cincinnati,Deloitte,Accounting IT Assurance / IT Audit,,,,Deloitte,2,,LEI Home Enhancements,1,accepted fulltime job,Yes,Yes,60000,OH
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202120,2021,0,,,,,,New York Life insurance,,1,1,,0,seeking employment,,,,
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,Chicago,Keyence Corporation,,,,,IES,3,RDI Corporation,Ripple Match,1,accepted fulltime job,Yes,Yes,84480,IL
1,Finance,none,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202110,2021,0,Chicago,Fifth Third Bank,Finance,,,,FNBC Bank & Trust,2,,Fifth Third Bank,1,accepted fulltime job,Yes,Yes,63000,IL
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Humanities,No Minor,White,Female,3.00 - 3.49,201920,2019,Cum Laude,Cincinnati,Deloitte Consulting,Consulting,,,,Victorias Secret,1,,,2,accepted fulltime job,Yes,No,80000,OH
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202120,2021,0,,,,,,,GHR Technology,3,Fabtech,Banc Consulting Partners,0,seeking employment,,,,
1,Information Systems,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,202120,2021,Cum Laude,Cincinnati,Kroger,,,,,Kroger,1,,,1,accepted fulltime job,Yes,Yes,57000,OH
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202020,2020,0,,,,,,,"Bellwether Enterprise Real Estate Capital, LLC",2,,Process 4,,,,,,
1,Finance,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mangement and Leadership,No Minor,White,Female,3.00 - 3.49,202020,2020,0,Columbus,DHL,Finance,,,,DHL Supply Chain,2,,Wells Fargo Advisors,1,accepted fulltime job,Yes,Yes,58000,OH
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Entrepreneurship,No Minor,White,Female,2.50 - 2.99,202120,2021,0,Cincinnati,Pep Promotions,,,,Apex Systems,,,1,,2,accepted fulltime job,Yes,Yes,45000,Ohio
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Asian,Male,2.00 - 2.49,201930,2019,0,,,,,,,,0,,,0,seeking employment,,,,
1,Accountancy,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,2.50 - 2.99,201920,2019,0,,,,Master of Accountancy / Master of Finance,I haven't decided yet. :),,Grand Thornton,1,,,0,continuing education,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,201920,2019,0,Cincinnati,Cincinnati Insurance Company,Finance,,,,Great American,2,,Great American,1,accepted fulltime job,Yes,Yes,45000,Ohio
1,Supply Chain & Operations Mgmt,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,202020,2020,Cum Laude,Springfield,ALDI US,Finance General Management Human Resources Logistics / Supply Chain Marketing / Sales Operations / Procurement,,,,"District Manager Intern, ALDI",1,,,1,accepted fulltime job,Yes,Yes,80000,OH
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,201920,2019,Magna Cum Laude,Chicago,Wabtec,Finance,,,,Bank of America,1,,,1,accepted fulltime job,Yes,Yes,70000,IL
1,Marketing,none,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Sport Management,Sport Management,White,Female,3.50 - 4.00,201920,2019,0,Mason,Illumination Research,,,,,Sports Marketing Academy,2,,Speedway LLC,1,accepted fulltime job,,,,OH
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202020,2020,0,Columbus,Abbott Nutrition,Marketing / Sales,,,,Abbott,1,,,1,accepted fulltime job,Yes,Yes,50128,OH
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineering/Science,No Minor,White,Male,3.00 - 3.49,202120,2021,0,,,,,,,,0,,,0,seeking employment,,,,
1,Management and Leadership,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202020,2020,0,,,,,Kent State University,,,0,,,0,seeking continuing education,,,,
1,Information Systems,none,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,,,,,,,Avery Dennison,1,,,0,seeking employment,,,,
1,Accountancy,none,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,Information Systems,Information Systems,White,Female,3.50 - 4.00,202120,2021,Summa Cum Laude,Columbus,Deloitte,Accounting,,,,"Internal Auditor, Office of the Ohio Attorney General",3,"Audit Intern, Deloitte","Antitrust Investigator, Office of the Ohio Attorney General",1,accepted fulltime job,Yes,Yes,56000,OH
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,Chicago,Thompson Flanagan,Marketing / Sales,,,,Thompson Flanagan,2,,Jet Sense,1,accepted fulltime job,Yes,Yes,55000,IL
1,Marketing,none,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Accountancy,Accountancy,Multi Racial,Male,3.00 - 3.49,202020,2020,0,,Textron Specialized Vehicles,,,,,Vector Marketing,3,StarForce National Corporation,Champions Baseball Academy,,accepted fulltime job,,,,
1,Marketing,none,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.00 - 2.49,202110,2021,0,,,,,,,,,,,,,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Cincinnati,Terillium,"Accounting

 Analytics

 Consulting

 Finance

 Information Technology",,,,SteelPro,1,,,3,accepted fulltime job,Yes,Yes,50000,Ohio
1,Management and Leadership,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Language,Sport Management,White,Male,3.50 - 4.00,202020,2020,Cum Laude,,,,,,,Stockly,3,Miami University,Cincinnati Reds,0,seeking employment,,,,
1,Marketing,none,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,202010,2020,0,,,,,,,,,,,,,,,,
1,Finance,none,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,Supply Chain Management,Supply Chain Management,White,Male,3.50 - 4.00,201920,2019,Cum Laude,Chicago,William Blair,Finance,,,,CW Henderson,2,,CW Henderson,7,accepted fulltime job,Yes,Yes,62500,Illinois/ US
1,Marketing,none,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202020,2020,0,,,,,Miami University,,Rebound Bracing / DermaClip,1,,,0,continuing education,,,,
1,Marketing,none,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Interactive Media Studies,Interactive Media Studies,White,Female,3.50 - 4.00,201920,2019,Cum Laude,Cincinnati,MarketVision Research,Marketing / Sales,,,,Lion & Lion Digital Agency,2,,Nissan Motor Corporation,4,accepted fulltime job,Yes,Yes,54000,Ohio
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mangement and Leadership,No Minor,White,Male,3.00 - 3.49,202020,2020,0,Schaumburg,Ameriprise Financial - Redstone Wealth Advisors,Finance Marketing / Sales,,,,Ameriprise Financial - Redstone Wealth Advisors,1,,,1,accepted fulltime job,Yes,Yes,50000,IL
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Entrepreneurship,No Minor,White,Male,3.00 - 3.49,202020,2020,0,Indianapolis,Comcast Effectv,Marketing / Sales,,,,Fsb,2,,Code42,2,accepted fulltime job,Yes,No,52000,IN
1,Finance,none,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,201920,2019,Magna Cum Laude,,,,,,,,,,,,,,,,
1,Accountancy,none,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,202120,2021,Cum Laude,Indianapolis,Katz Sapper Miller,Accounting,,,,Koorsen Fire,3,"Dauby, O'Connor & Zaleski",KST,2,accepted fulltime job,Yes,Yes,55000,IN
1,Accountancy,none,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202130,2021,Summa Cum Laude,Cincinnati,RSM,Accounting,,,,,0,,,1,accepted fulltime job,Yes,Yes,56000,OH
1,Marketing,none,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Sport Management,Sport Management,White,Female,3.00 - 3.49,201920,2019,0,Chicago,Cintas,"General Management

 Marketing / Sales",,,,Bosch,3,Miami Athletics,Bosch,2,accepted fulltime job,Yes,Yes,50000,Illinois
2,Finance,Supply Chain & Operations Mgmt,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202020,2020,0,Boston,Johnson & Johnson,Accounting Finance,,,,Teller at First National Bank of Omaha,3,Finance Intern at J&J,Leasing Consultant at Paradigm Companies,3,accepted fulltime job,Yes,Yes,64000,MA
1,Finance,none,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,No Minor,No Minor,White,Male,3.50 - 4.00,201920,2019,Magna Cum Laude,Cleveland,Deloitte Consulting,Consulting,,,Eli Lilly,Stone Pier Capital,4,BNY Mellon,JKS Financial,2,accepted fulltime job,Yes,Yes,80000,Ohio
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,,,,,,,Level One Bank,,GrassCutters,Cooper Foundry Inc,,,,,,
